AssociationId,BranchId,CityId,SectorId,Is_Active,Is_Deleted,CreatedDate,CreatedBy,ModifiedDate,ModifiedBy,CompanyId
8573,3193,3197,694,1,0,9/13/2024,,,,544
8574,3193,3197,695,1,0,9/13/2024,,,,544
8575,3193,3197,696,1,0,9/13/2024,,,,544
8576,3193,3197,697,1,0,9/13/2024,,,,544
8577,3193,3197,698,1,0,9/13/2024,,,,544
8578,3193,3197,699,1,0,9/13/2024,,,,544
8579,3193,3197,700,1,0,9/13/2024,,,,544
8580,3193,3197,701,1,0,9/13/2024,,,,544
8581,3193,3197,702,1,0,9/13/2024,,,,544
8582,3193,3197,703,1,0,9/13/2024,,,,544
8583,3193,3197,704,1,0,9/13/2024,,,,544
8584,3193,3197,705,1,0,9/13/2024,,,,544
8585,3193,3197,706,1,0,9/13/2024,,,,544
8586,3193,3197,707,1,0,9/13/2024,,,,544
8587,3193,3197,708,1,0,9/13/2024,,,,544
8588,3193,3197,709,1,0,9/13/2024,,,,544
8589,3193,3197,710,1,0,9/13/2024,,,,544
8590,3193,3197,711,1,0,9/13/2024,,,,544
8591,3193,3197,712,1,0,9/13/2024,,,,544
8592,3193,3197,721,1,0,9/13/2024,,,,544
8593,3193,3197,900,1,0,9/13/2024,,,,544
8594,3193,3197,915,1,0,9/13/2024,,,,544
8595,3194,3198,681,1,0,9/13/2024,,,,544
8596,3194,3198,682,1,0,9/13/2024,,,,544
8597,3194,3198,683,1,0,9/13/2024,,,,544
8598,3194,3198,684,1,0,9/13/2024,,,,544
8599,3194,3198,685,1,0,9/13/2024,,,,544
8600,3194,3198,686,1,0,9/13/2024,,,,544
8601,3194,3198,687,1,0,9/13/2024,,,,544
8602,3194,3198,688,1,0,9/13/2024,,,,544
8603,3194,3198,689,1,0,9/13/2024,,,,544
8604,3194,3198,690,1,0,9/13/2024,,,,544
8605,3194,3198,691,1,0,9/13/2024,,,,544
8606,3194,3198,692,1,0,9/13/2024,,,,544
8607,3194,3198,693,1,0,9/13/2024,,,,544
8608,3194,3198,694,1,0,9/13/2024,,,,544
